Date,Power_kW,Holiday,Temperature [Cº],HR,Wind Speed [m/s],Wind Gust [m/s],Pressure [mbar],Solar Radiation [w/m2],rain_mm/h,Rain Day
2017-11-03 16:00:00,298.06433930000003,0,15.34,74.3,0.0,0.0,1010.0,31.97,3.9,5.5
2017-11-03 17:00:00,255.92910980000002,0,14.96,79.0,0.0,0.0,1010.0,23.26,0.9,6.4
2017-11-03 18:00:00,215.2468409,0,15.94,78.3,0.0,0.0,1009.0,4.458,0.1,6.5
2017-11-03 19:00:00,187.1365951,0,16.06,77.6,0.0,0.0,1009.0,13.57,3.9,10.4
2017-11-03 20:00:00,147.30764230000003,0,16.09,79.7,0.0,0.0,1009.0,1.744,0.3,10.6
2017-11-03 21:00:00,143.778635,0,16.0,80.1,0.0,0.0,1010.0,3.1010000000000004,0.0,10.6
2017-11-03 22:00:00,136.4330422,0,15.99,79.9,0.0,0.0,1010.0,4.458,0.0,10.6
2017-11-03 23:00:00,131.7664894,0,15.77,79.7,0.0,0.0,1010.0,3.35,0.0,10.6
2017-11-04 00:00:00,131.57937520000002,0,15.46,80.4,0.0,0.0,1010.0,4.098,0.0,10.6
2017-11-04 01:00:00,129.5673743,0,15.06,79.6,0.0,0.0,1010.0,3.5989999999999998,0.0,0.0
2017-11-04 02:00:00,130.1686932,0,14.61,78.1,0.0,0.0,1010.0,4.928,0.3,0.3
2017-11-04 03:00:00,127.0252165,0,14.85,80.8,0.0,0.0,1010.0,1.9380000000000002,0.0,0.3
2017-11-04 04:00:00,132.0982299,0,14.89,78.6,0.0,0.0,1010.0,3.6,0.0,0.3
2017-11-04 05:00:00,134.79631619999998,0,14.81,78.7,0.0,0.0,1011.0,3.073,0.0,0.3
2017-11-04 06:00:00,140.067746,0,15.08,78.2,0.0,0.0,1011.0,3.2119999999999997,0.0,0.3
2017-11-04 07:00:00,138.3403931,0,15.11,75.9,0.0,0.0,1012.0,4.513,0.1,0.4
2017-11-04 08:00:00,138.6846916,0,15.27,76.2,0.0,0.0,1013.0,65.93,0.0,0.4
2017-11-04 09:00:00,143.91007539999998,0,15.34,75.4,0.0,0.0,1014.0,272.1,0.1,0.5
2017-11-04 10:00:00,142.9519,0,16.22,71.5,0.0,0.0,1015.0,171.5,0.0,0.5
2017-11-04 11:00:00,142.7373675,0,15.32,78.3,0.0,0.0,1015.0,159.1,0.2,0.7
2017-11-04 12:00:00,144.66816,0,17.36,63.23,0.0,0.0,1015.0,260.7,0.0,0.7
2017-11-04 13:00:00,135.3677052,0,17.87,60.84,0.0,0.0,1016.0,730.0,0.0,0.7
2017-11-04 14:00:00,139.224267,0,17.04,64.71,0.0,0.0,1016.0,154.3,0.0,0.7
2017-11-04 15:00:00,139.0354784,0,17.05,63.41,0.0,0.0,1016.0,419.3,0.0,0.7
2017-11-04 16:00:00,137.4743097,0,17.0,62.86,0.0,0.0,1017.0,243.9,0.0,0.7
2017-11-04 17:00:00,137.3874502,0,16.5,63.83,0.0,0.0,1018.0,70.4,0.0,0.7
2017-11-04 18:00:00,135.18100959999998,0,15.77,68.21,0.0,0.0,1019.0,3.571,0.0,0.7
2017-11-04 19:00:00,135.52509880000002,0,15.48,70.2,0.0,0.0,1020.0,3.766,0.0,0.7
2017-11-04 20:00:00,128.3130394,0,15.21,71.7,0.0,0.0,1020.0,3.71,0.0,0.7
2017-11-04 21:00:00,132.0754162,0,15.15,71.4,0.0,0.0,1021.0,4.375,0.0,0.7
2017-11-04 22:00:00,130.2057393,0,14.86,72.7,0.0,0.0,1022.0,4.236000000000001,0.0,0.7
2017-11-04 23:00:00,130.62496720000001,0,14.68,72.4,0.0,0.0,1022.0,4.015,0.0,0.7
2017-11-05 00:00:00,128.4015733,0,14.27,71.6,0.0,0.0,1023.0,3.932,0.0,0.7
2017-11-05 01:00:00,129.8126739,0,14.04,70.5,0.042,0.503,1023.0,4.375,0.0,0.0
2017-11-05 02:00:00,126.89733419999999,0,13.74,68.89,0.0,0.0,1023.0,3.932,0.0,0.0
2017-11-05 03:00:00,121.4781386,0,13.43,66.77,0.0,0.0,1024.0,3.6,0.0,0.0
2017-11-05 04:00:00,111.414576,0,13.43,68.12,0.0,0.0,1023.0,3.157,0.0,0.0
2017-11-05 05:00:00,110.941558,0,13.19,66.01,0.0,0.0,1024.0,2.7969999999999997,0.0,0.0
2017-11-05 06:00:00,111.4721335,0,13.08,66.01,0.0,0.0,1024.0,2.908,0.0,0.0
2017-11-05 07:00:00,110.78604809999999,0,13.04,66.55,0.0,0.0,1024.0,5.401,0.0,0.0
2017-11-05 08:00:00,110.93904640000001,0,13.04,63.99,0.0,0.0,1025.0,114.4,0.0,0.0
2017-11-05 09:00:00,110.89593059999999,0,13.45,62.86,0.0,0.0,1026.0,281.2,0.0,0.0
2017-11-05 10:00:00,110.12005549999999,0,14.87,55.07,0.0,0.0,1026.0,436.1,0.0,0.0
2017-11-05 11:00:00,110.44593559999998,0,15.5,43.96,0.0,0.0,1026.0,546.0,0.0,0.0
2017-11-05 12:00:00,111.06127759999998,0,15.71,42.24,0.0,0.0,1026.0,601.3,0.0,0.0
2017-11-05 13:00:00,110.6991886,0,16.0,40.46,0.168,0.755,1025.0,594.6,0.0,0.0
2017-11-05 14:00:00,110.5694226,0,16.1,38.01,0.0,0.0,1025.0,527.9,0.0,0.0
2017-11-05 15:00:00,111.66008490000002,0,16.03,35.98,0.0,0.0,1024.0,409.4,0.0,0.0
2017-11-05 16:00:00,112.64128329999998,0,15.84,39.94,6.688,14.84,1024.0,245.1,0.0,0.0
2017-11-05 17:00:00,114.67484209999999,0,15.15,44.67,1.069,5.2829999999999995,1025.0,73.0,0.0,0.0
2017-11-05 18:00:00,114.7585621,0,13.91,51.91,0.0,0.0,1025.0,4.485,0.0,0.0
2017-11-05 19:00:00,113.80394479999998,0,13.23,57.2,0.0,0.0,1026.0,3.6830000000000003,0.0,0.0
2017-11-05 20:00:00,112.60674879999999,0,12.85,60.3,0.0,0.0,1026.0,3.0180000000000002,0.0,0.0
2017-11-05 21:00:00,110.21214750000001,0,12.65,62.94,0.0,0.0,1026.0,2.687,0.0,0.0
2017-11-05 22:00:00,114.2189867,0,12.61,63.48,0.0,0.0,1027.0,2.7969999999999997,0.0,0.0
2017-11-05 23:00:00,111.4589476,0,12.42,62.29,0.0,0.0,1027.0,2.991,0.0,0.0
2017-11-06 00:00:00,112.27417109999999,0,12.51,57.2,0.0,0.0,1027.0,2.7969999999999997,0.0,0.0
2017-11-06 01:00:00,111.3798322,0,12.52,54.08,0.0,0.0,1026.0,3.6,0.0,0.0
2017-11-06 02:00:00,110.5876317,0,12.01,55.42,0.0,0.0,1026.0,3.4619999999999997,0.0,0.0
2017-11-06 03:00:00,110.5974688,0,11.9,54.25,0.0,0.0,1026.0,3.185,0.0,0.0
2017-11-06 04:00:00,110.17258980000001,0,11.83,52.93,0.461,2.2640000000000002,1025.0,3.0460000000000003,0.0,0.0
2017-11-06 05:00:00,112.10484740000001,0,12.01,50.1,0.0,0.0,1025.0,2.825,0.0,0.0
2017-11-06 06:00:00,125.57706979999999,0,11.86,49.7,0.168,0.755,1025.0,2.9360000000000004,0.0,0.0
2017-11-06 07:00:00,157.8787574,0,11.76,50.14,3.8989999999999996,5.032,1025.0,5.567,0.0,0.0
2017-11-06 08:00:00,200.5788876,0,11.75,52.2,0.0,0.0,1026.0,113.3,0.0,0.0
2017-11-06 09:00:00,236.10526030000003,0,12.88,46.42,6.646,8.81,1025.0,281.6,0.0,0.0
2017-11-06 10:00:00,259.6226269,0,13.11,46.62,1.7819999999999998,4.025,1025.0,434.3,0.0,0.0
2017-11-06 11:00:00,266.05043919999997,0,13.52,49.33,0.545,3.2710000000000004,1025.0,541.9,0.0,0.0
2017-11-06 12:00:00,275.3462894,0,14.31,49.82,5.074,6.541,1024.0,594.2,0.0,0.0
2017-11-06 13:00:00,286.93606760000006,0,16.2,43.89,1.824,3.522,1023.0,589.6,0.0,0.0
2017-11-06 14:00:00,288.4120512,0,17.35,39.44,1.8869999999999998,3.7739999999999996,1022.0,526.3,0.0,0.0
2017-11-06 15:00:00,302.6988692,0,17.3,36.64,1.635,4.277,1022.0,406.2,0.0,0.0
2017-11-06 16:00:00,295.9248747,0,17.14,34.04,0.545,2.2640000000000002,1022.0,244.7,0.0,0.0
2017-11-06 17:00:00,269.3755883,0,17.07,34.61,4.067,6.289,1021.0,69.29,0.0,0.0
2017-11-06 18:00:00,227.59428509999998,0,16.6,35.91,4.004,4.277,1022.0,3.8480000000000003,0.0,0.0
2017-11-06 19:00:00,195.65029119999997,0,14.65,51.04,0.65,2.2640000000000002,1022.0,3.627,0.0,0.0
2017-11-06 20:00:00,153.7316872,0,13.94,53.88,4.109,4.78,1022.0,3.157,0.0,0.0
2017-11-06 21:00:00,145.52963880000001,0,13.79,53.66,0.0,0.0,1022.0,3.1289999999999996,0.0,0.0
2017-11-06 22:00:00,138.84292240000002,0,13.72,53.59,0.084,0.503,1022.0,3.1289999999999996,0.0,0.0
2017-11-06 23:00:00,124.20636409999999,0,13.58,53.27,0.0,0.0,1022.0,3.0180000000000002,0.0,0.0
2017-11-07 00:00:00,115.487554,0,13.39,52.2,3.208,3.522,1022.0,3.213,0.0,0.0
2017-11-07 01:00:00,131.4060748,0,13.47,50.16,2.013,4.025,1022.0,3.3510000000000004,0.0,0.0
2017-11-07 02:00:00,132.3033439,0,12.87,52.82,0.0,0.0,1022.0,2.825,0.0,0.0
2017-11-07 03:00:00,130.5667818,0,12.63,53.24,0.0,0.0,1022.0,2.437,0.0,0.0
2017-11-07 04:00:00,130.32713329999999,0,12.61,52.07,3.627,4.5280000000000005,1022.0,3.517,0.0,0.0
2017-11-07 05:00:00,135.2115674,0,12.85,49.16,2.6,4.025,1021.0,2.991,0.0,0.0
2017-11-07 06:00:00,150.8079755,0,11.09,73.5,0.335,2.013,1022.0,2.4930000000000003,0.0,0.0
2017-11-07 07:00:00,176.71722250000002,0,12.22,50.48,1.5090000000000001,2.767,1022.0,4.57,0.0,0.0
2017-11-07 08:00:00,232.50655609999998,0,11.57,56.49,1.111,2.2640000000000002,1023.0,110.6,0.0,0.0
2017-11-07 09:00:00,280.9982266,0,13.09,55.41,0.755,2.2640000000000002,1023.0,278.4,0.0,0.0
2017-11-07 10:00:00,293.9871753,0,14.49,45.92,0.126,1.006,1024.0,431.0,0.0,0.0
2017-11-07 11:00:00,294.37856630000005,0,15.59,55.0,3.983,5.535,1024.0,535.8,0.0,0.0
2017-11-07 12:00:00,277.21198960000004,0,16.69,52.08,0.755,2.2640000000000002,1023.0,591.8,0.0,0.0
2017-11-07 13:00:00,276.8697841,0,18.37,44.88,2.474,3.2710000000000004,1022.0,580.5,0.0,0.0
2017-11-07 14:00:00,288.18370489999995,0,18.57,42.83,4.025,5.2829999999999995,1022.0,517.4,0.0,0.0
2017-11-07 15:00:00,281.64349849999996,0,17.33,46.08,5.996,7.3,1022.0,405.7,0.0,0.0
2017-11-07 16:00:00,280.4860695,0,16.92,46.87,3.648,4.277,1022.0,242.7,0.0,0.0
2017-11-07 17:00:00,277.9213073,0,15.92,50.51,6.436,8.55,1022.0,65.89,0.0,0.0
2017-11-07 18:00:00,238.5829537,0,14.52,58.23,7.8,9.06,1022.0,3.378,0.0,0.0
2017-11-07 19:00:00,198.1399147,0,13.85,66.17,4.151,6.289,1023.0,3.4610000000000003,0.0,0.0
2017-11-07 20:00:00,160.4914493,0,13.82,72.5,7.42,9.81,1023.0,2.963,0.0,0.0
2017-11-07 21:00:00,151.22636619999997,0,13.87,69.74,8.09,9.56,1024.0,3.0180000000000002,0.0,0.0
2017-11-07 22:00:00,146.1569109,0,13.85,69.16,6.792999999999999,8.05,1024.0,3.489,0.0,0.0
2017-11-07 23:00:00,134.5367842,0,13.52,72.7,8.43,12.83,1024.0,3.2119999999999997,0.0,0.0
2017-11-08 00:00:00,134.3613908,0,13.1,72.4,5.744,8.05,1024.0,2.908,0.0,0.0
2017-11-08 01:00:00,135.8438627,0,12.95,71.6,1.3,8.55,1024.0,2.908,0.0,0.0
2017-11-08 02:00:00,133.9928135,0,12.73,70.7,0.0,0.0,1024.0,2.825,0.0,0.0
2017-11-08 03:00:00,135.30282219999998,0,12.51,70.3,8.16,10.31,1024.0,3.185,0.0,0.0
2017-11-08 04:00:00,128.5535251,0,12.11,67.29,1.845,6.541,1024.0,2.2430000000000003,0.0,0.0
2017-11-08 05:00:00,119.95757409999999,0,11.92,62.35,5.093999999999999,8.81,1024.0,2.714,0.0,0.0
2017-11-08 06:00:00,132.7141998,0,11.38,68.3,3.7739999999999996,7.55,1024.0,2.6310000000000002,0.0,0.0
2017-11-08 07:00:00,156.28389140000002,0,11.3,64.72,6.835,11.32,1024.0,3.7939999999999996,0.0,0.0
2017-11-08 08:00:00,207.4859969,0,11.43,59.7,1.3,3.2710000000000004,1025.0,108.3,0.0,0.0
2017-11-08 09:00:00,244.7495596,0,12.42,55.27,2.327,3.522,1026.0,272.7,0.0,0.0
2017-11-08 10:00:00,270.0323717,0,13.65,50.32,2.117,3.0189999999999997,1026.0,426.0,0.0,0.0
2017-11-08 11:00:00,265.2381459,0,14.49,44.65,4.067,6.289,1026.0,534.5,0.0,0.0
2017-11-08 12:00:00,263.4073988,0,15.75,40.86,4.151,6.037999999999999,1025.0,589.8,0.0,0.0
2017-11-08 13:00:00,277.3568252,0,16.17,40.68,3.753,5.7860000000000005,1025.0,583.6,0.0,0.0
2017-11-08 14:00:00,299.6292754,0,16.43,37.4,6.372999999999999,8.05,1024.0,524.3,0.0,0.0
2017-11-08 15:00:00,298.62170519999995,0,16.62,38.14,5.032,9.06,1024.0,412.9,0.0,0.0
2017-11-08 16:00:00,287.4549223,0,15.83,41.15,8.89,10.82,1024.0,236.1,0.0,0.0
2017-11-08 17:00:00,275.5813333,0,14.71,46.34,7.11,11.07,1024.0,64.46,0.0,0.0
2017-11-08 18:00:00,249.2325563,0,13.11,55.41,6.856,8.55,1025.0,3.627,0.0,0.0
2017-11-08 19:00:00,221.5582824,0,12.53,57.91,6.289,8.3,1025.0,2.963,0.0,0.0
2017-11-08 20:00:00,167.29474580000002,0,12.44,56.79,7.34,8.3,1026.0,3.0469999999999997,0.0,0.0
2017-11-08 21:00:00,147.55356980000002,0,12.41,56.25,6.939,8.55,1026.0,3.13,0.0,0.0
2017-11-08 22:00:00,143.6534736,0,12.28,55.18,6.352,7.04,1026.0,2.6310000000000002,0.0,0.0
2017-11-08 23:00:00,137.46593769999998,0,12.57,49.34,4.57,6.792999999999999,1026.0,2.963,0.0,0.0
2017-11-09 00:00:00,136.4631814,0,11.99,52.16,5.032,6.541,1026.0,2.659,0.0,0.0
2017-11-09 01:00:00,135.50165719999998,0,11.97,51.19,5.64,6.289,1026.0,3.185,0.0,0.0
2017-11-09 02:00:00,133.8779078,0,11.88,49.94,5.115,6.289,1026.0,3.185,0.0,0.0
2017-11-09 03:00:00,135.35200769999997,0,11.7,48.29,5.723,6.541,1027.0,2.825,0.0,0.0
2017-11-09 04:00:00,134.82875769999998,0,12.03,45.47,7.74,9.56,1027.0,2.714,0.0,0.0
2017-11-09 05:00:00,139.1752908,0,11.61,46.15,7.95,9.06,1027.0,2.188,0.0,0.0
2017-11-09 06:00:00,152.5974905,0,10.65,49.35,4.717,6.037999999999999,1027.0,2.603,0.0,0.0
2017-11-09 07:00:00,171.77857969999997,0,10.3,48.46,4.487,6.289,1028.0,3.4339999999999997,0.0,0.0
2017-11-09 08:00:00,216.6847319,0,10.82,45.38,7.09,8.55,1028.0,106.3,0.0,0.0
2017-11-09 09:00:00,257.338536,0,11.8,40.45,7.84,9.31,1029.0,273.6,0.0,0.0
2017-11-09 10:00:00,286.41072460000004,0,11.9,42.64,6.897,9.06,1029.0,413.2,0.0,0.0
2017-11-09 11:00:00,297.0243276,0,12.54,41.35,6.541,8.55,1029.0,529.8,0.0,0.0
2017-11-09 12:00:00,283.3928279,0,13.92,36.53,4.968999999999999,7.04,1029.0,583.5,0.0,0.0
2017-11-09 13:00:00,281.3588505,0,14.25,36.35,7.63,8.05,1028.0,575.9,0.0,0.0
2017-11-09 14:00:00,289.46943480000004,0,14.94,29.96,8.16,10.57,1027.0,513.3,0.0,0.0
2017-11-09 15:00:00,296.21873189999997,0,15.87,26.37,5.744,7.3,1027.0,397.7,0.0,0.0
2017-11-09 16:00:00,286.24014510000006,0,15.91,27.63,3.543,4.5280000000000005,1027.0,229.9,0.0,0.0
2017-11-09 17:00:00,262.25478369999996,0,14.58,39.06,8.51,9.81,1027.0,58.64,0.0,0.0
2017-11-09 18:00:00,230.3078596,0,13.4,43.88,7.44,9.31,1028.0,2.741,0.0,0.0
2017-11-09 19:00:00,201.0031387,0,12.73,48.73,6.227,8.3,1029.0,3.157,0.0,0.0
2017-11-09 20:00:00,176.06839250000002,0,12.54,50.7,7.27,8.81,1029.0,2.742,0.0,0.0
2017-11-09 21:00:00,169.5752786,0,12.44,51.08,5.682,6.792999999999999,1030.0,2.7969999999999997,0.0,0.0
2017-11-09 22:00:00,152.1397514,0,12.63,51.16,6.31,7.04,1030.0,2.853,0.0,0.0
2017-11-09 23:00:00,142.46527749999998,0,12.58,51.48,4.906000000000001,5.7860000000000005,1030.0,3.24,0.0,0.0
2017-11-10 00:00:00,135.5393312,0,12.35,51.01,5.723,6.289,1030.0,2.742,0.0,0.0
2017-11-10 01:00:00,134.9074545,0,12.56,48.69,2.138,5.032,1030.0,3.3789999999999996,0.0,0.0
2017-11-10 02:00:00,133.3356115,0,12.19,49.02,3.543,4.025,1030.0,2.9360000000000004,0.0,0.0
2017-11-10 03:00:00,131.94125490000002,0,11.75,51.5,4.507,4.78,1030.0,2.88,0.0,0.0
2017-11-10 04:00:00,130.5282706,0,10.28,73.4,2.5580000000000003,3.0189999999999997,1030.0,2.825,0.0,0.0
2017-11-10 05:00:00,134.8672689,0,10.4,66.25,2.411,2.767,1030.0,2.2159999999999997,0.0,0.0
2017-11-10 06:00:00,150.24412130000002,0,11.11,48.8,4.025,4.5280000000000005,1031.0,2.188,0.0,0.0
2017-11-10 07:00:00,180.9325245,0,10.92,49.05,1.3840000000000001,2.767,1031.0,3.4339999999999997,0.0,0.0
2017-11-10 08:00:00,229.52319390000002,0,9.77,69.98,2.39,2.767,1032.0,99.0,0.0,0.0
2017-11-10 09:00:00,260.9962628,0,11.62,56.97,2.285,2.516,1032.0,262.4,0.0,0.0
2017-11-10 10:00:00,286.6507917,0,12.42,54.94,2.474,3.0189999999999997,1032.0,411.8,0.0,0.0
2017-11-10 11:00:00,295.9192236,0,15.24,41.73,2.7460000000000004,3.522,1033.0,520.3,0.0,0.0
2017-11-10 12:00:00,268.3542043,0,16.8,34.36,2.222,4.5280000000000005,1032.0,575.3,0.0,0.0
2017-11-10 13:00:00,274.11874489999997,0,17.07,36.35,1.761,3.2710000000000004,1031.0,565.4,0.0,0.0
2017-11-10 14:00:00,297.6310883,0,17.54,34.64,2.998,3.7739999999999996,1030.0,499.9,0.0,0.0
2017-11-10 15:00:00,297.5389963,0,18.76,31.5,3.48,4.277,1029.0,383.5,0.0,0.0
2017-11-10 16:00:00,274.9258057,0,19.34,31.29,2.055,3.0189999999999997,1029.0,220.3,0.0,0.0
2017-11-10 17:00:00,254.2678957,0,17.91,38.51,6.331,7.3,1030.0,54.72,0.0,0.0
2017-11-10 18:00:00,223.8398617,0,16.07,51.38,4.633,5.7860000000000005,1030.0,4.319,0.0,0.0
2017-11-10 19:00:00,191.882054,0,15.29,52.17,3.795,4.277,1030.0,3.1289999999999996,0.0,0.0
2017-11-10 20:00:00,145.05578359999998,0,15.18,51.83,3.8369999999999997,4.277,1031.0,3.627,0.0,0.0
2017-11-10 21:00:00,141.9939339,0,14.83,55.14,3.333,3.7739999999999996,1031.0,3.35,0.0,0.0
2017-11-10 22:00:00,136.46778600000002,0,14.62,58.3,3.858,4.277,1031.0,2.741,0.0,0.0
2017-11-10 23:00:00,131.72944329999999,0,14.43,59.47,2.2640000000000002,3.2710000000000004,1031.0,2.658,0.0,0.0
2017-11-11 00:00:00,134.7513167,0,14.25,61.51,3.6689999999999996,4.277,1031.0,3.1010000000000004,0.0,0.0
2017-11-11 01:00:00,134.40639030000003,0,14.17,62.35,3.8160000000000003,4.277,1031.0,3.157,0.0,0.0
2017-11-11 02:00:00,117.22683700000002,0,14.25,61.5,3.375,3.7739999999999996,1030.0,3.545,0.0,0.0
2017-11-11 03:00:00,112.29321740000002,0,13.29,67.23,3.48,3.7739999999999996,1030.0,3.406,0.0,0.0
2017-11-11 04:00:00,111.55355120000002,0,13.13,67.64,1.992,2.516,1029.0,3.24,0.0,0.0
2017-11-11 05:00:00,110.4758655,0,13.08,67.23,2.306,2.516,1029.0,3.0189999999999997,0.0,0.0
2017-11-11 06:00:00,115.24874270000001,0,11.74,74.7,2.055,2.516,1029.0,2.714,0.0,0.0
2017-11-11 07:00:00,113.77296840000001,0,12.45,69.91,3.187,3.7739999999999996,1030.0,3.0189999999999997,0.0,0.0
2017-11-11 08:00:00,115.4777169,0,12.79,67.1,0.18899999999999997,0.755,1030.0,97.8,0.0,0.0
2017-11-11 09:00:00,120.6491013,0,14.95,60.36,0.0,0.0,1030.0,259.6,0.0,0.0
2017-11-11 10:00:00,121.07900349999998,0,15.4,58.23,3.103,3.7739999999999996,1030.0,412.9,0.0,0.0
2017-11-11 11:00:00,122.53698729999999,0,16.68,59.45,0.48200000000000004,1.006,1030.0,520.3,0.0,0.0
2017-11-11 12:00:00,122.79903090000002,0,17.17,57.26,0.0,0.0,1029.0,576.3,0.0,0.0
2017-11-11 13:00:00,117.6985992,0,18.66,50.87,1.614,2.2640000000000002,1028.0,557.9,0.0,0.0
2017-11-11 14:00:00,118.15926850000001,0,19.29,47.66,1.2790000000000001,1.761,1027.0,487.9,0.0,0.0
2017-11-11 15:00:00,115.61459909999999,0,19.53,44.4,1.258,1.761,1027.0,370.0,0.0,0.0
2017-11-11 16:00:00,115.09386070000001,0,18.62,51.41,2.6,3.522,1027.0,225.1,0.0,0.0
2017-11-11 17:00:00,114.56223870000001,0,17.16,57.41,3.6689999999999996,4.5280000000000005,1027.0,55.0,0.0,0.0
2017-11-11 18:00:00,113.6028075,0,15.04,63.1,3.9619999999999997,5.032,1027.0,3.0180000000000002,0.0,0.0
2017-11-11 19:00:00,112.46693640000001,0,13.77,65.49,5.409,6.541,1027.0,3.35,0.0,0.0
2017-11-11 20:00:00,112.05419679999999,0,13.26,63.58,4.5280000000000005,5.7860000000000005,1027.0,2.741,0.0,0.0
2017-11-11 21:00:00,112.02405759999999,0,13.08,62.92,4.78,5.2829999999999995,1027.0,2.7689999999999997,0.0,0.0
2017-11-11 22:00:00,126.97979840000002,0,13.27,59.23,4.675,5.535,1027.0,2.853,0.0,0.0
2017-11-11 23:00:00,131.8665348,0,12.87,60.26,4.172,4.5280000000000005,1027.0,2.963,0.0,0.0
2017-11-12 00:00:00,130.8681738,0,12.63,63.56,1.656,4.5280000000000005,1027.0,3.0469999999999997,0.0,0.0
2017-11-12 01:00:00,129.44639890000002,0,12.68,66.61,4.046,5.535,1026.0,2.465,0.0,0.0
2017-11-12 02:00:00,128.7084071,0,12.3,67.62,3.7739999999999996,4.5280000000000005,1026.0,2.6860000000000004,0.0,0.0
2017-11-12 03:00:00,129.638327,0,11.93,75.3,4.067,4.78,1026.0,2.2159999999999997,0.0,0.0
2017-11-12 04:00:00,128.9465905,0,12.35,72.2,4.298,5.032,1025.0,2.548,0.0,0.0
2017-11-12 05:00:00,127.87895120000002,0,12.15,74.9,3.858,4.78,1026.0,2.188,0.0,0.0
2017-11-12 06:00:00,114.16980120000001,0,12.22,77.2,6.96,8.55,1025.0,2.465,0.0,0.0
2017-11-12 07:00:00,108.8408139,0,12.17,76.4,4.235,6.037999999999999,1026.0,2.908,0.0,0.0
2017-11-12 08:00:00,111.44848259999999,0,12.59,73.8,4.801,5.032,1026.0,90.8,0.0,0.0
2017-11-12 09:00:00,110.61002679999999,0,13.39,70.3,4.968999999999999,5.7860000000000005,1026.0,247.1,0.0,0.0
2017-11-12 10:00:00,110.0149869,0,14.33,65.08,0.0,0.0,1026.0,404.3,0.0,0.0
2017-11-12 11:00:00,110.6158872,0,15.14,61.47,3.8160000000000003,4.78,1026.0,514.8,0.0,0.0
2017-11-12 12:00:00,111.93636090000001,0,15.19,61.61,5.849,8.81,1025.0,564.4,0.0,0.0
2017-11-12 13:00:00,111.92547730000001,0,16.33,56.88,1.6980000000000002,4.025,1024.0,561.1,0.0,0.0
2017-11-12 14:00:00,112.4621225,0,16.52,53.85,6.478,7.04,1024.0,497.2,0.0,0.0
2017-11-12 15:00:00,111.8668733,0,16.92,53.02,7.51,9.31,1023.0,378.2,0.0,0.0
2017-11-12 16:00:00,111.90475659999998,0,15.32,58.5,7.34,8.05,1023.0,223.3,0.0,0.0
2017-11-12 17:00:00,112.68125959999999,0,14.24,62.2,10.13,12.83,1023.0,51.06,0.0,0.0
2017-11-12 18:00:00,113.4286699,0,13.58,63.85,10.0,11.07,1023.0,2.63,0.0,0.0
2017-11-12 19:00:00,113.74806170000001,0,13.32,65.6,10.21,11.57,1024.0,2.963,0.0,0.0
2017-11-12 20:00:00,113.448972,0,13.22,70.7,7.63,10.31,1024.0,2.935,0.0,0.0
2017-11-12 21:00:00,112.3620771,0,13.22,73.9,8.6,9.56,1024.0,2.4930000000000003,0.0,0.0
2017-11-12 22:00:00,112.13017269999999,0,13.43,74.4,6.394,7.04,1024.0,3.7110000000000003,0.0,0.0
2017-11-12 23:00:00,112.06528970000001,0,14.1,71.6,10.0,11.57,1024.0,2.935,0.0,0.0
2017-11-13 00:00:00,112.0680106,0,14.02,74.7,4.633,6.289,1024.0,3.0460000000000003,0.0,0.0
2017-11-13 01:00:00,111.3365071,0,14.07,75.4,9.62,12.33,1023.0,2.7969999999999997,0.0,0.0
2017-11-13 02:00:00,110.9271163,0,13.94,75.7,6.625,7.55,1023.0,5.206,0.0,0.0
2017-11-13 03:00:00,110.70965359999998,0,13.77,78.1,7.25,9.06,1023.0,1.246,0.0,0.0
2017-11-13 04:00:00,110.6514682,0,13.83,75.7,6.751,7.55,1022.0,3.988,0.0,0.0
2017-11-13 05:00:00,115.21546399999998,0,13.24,76.2,4.654,5.535,1023.0,2.991,0.0,0.0
2017-11-13 06:00:00,132.8441751,0,13.34,78.1,2.369,4.025,1023.0,3.157,0.0,0.0
2017-11-13 07:00:00,167.7018343,0,13.1,77.8,4.7589999999999995,5.535,1023.0,3.905,0.0,0.0
2017-11-13 08:00:00,205.57173909999997,0,13.29,74.1,4.466,5.2829999999999995,1023.0,88.4,0.0,0.0
2017-11-13 09:00:00,231.70430919999998,0,14.12,64.55,2.411,5.7860000000000005,1023.0,248.2,0.0,0.0
2017-11-13 10:00:00,258.5972662,0,14.47,66.31,4.172,5.032,1023.0,394.5,0.0,0.0
2017-11-13 11:00:00,265.5650725,0,15.95,59.56,4.927,6.289,1023.0,500.4,0.0,0.0
2017-11-13 12:00:00,262.4965252,0,17.02,51.29,2.2430000000000003,2.767,1022.0,559.3,0.0,0.0
2017-11-13 13:00:00,263.4302125,0,17.7,49.03,4.151,5.032,1021.0,548.2,0.0,0.0
2017-11-13 14:00:00,273.5754021,0,17.92,49.58,4.843,5.535,1020.0,484.1,0.0,0.0
2017-11-13 15:00:00,283.881962,0,18.01,50.12,6.352,7.3,1019.0,369.8,0.0,0.0
2017-11-13 16:00:00,269.6273762,0,17.31,54.56,4.4239999999999995,6.037999999999999,1020.0,214.0,0.0,0.0
2017-11-13 17:00:00,247.04348760000002,0,16.82,51.85,6.143,7.3,1019.0,48.03,0.0,0.0
2017-11-13 18:00:00,205.8664335,0,15.33,54.58,7.09,8.05,1019.0,3.405,0.0,0.0
